sherlock-holmes,5,RyanGee,/user/RyanGee,"Sep 29, 2010","[ ""When it comes to big blockbusters, I generally dislike movies that fall into this category because they simply lack any cerebral characteristic. Surprisingly, Guy Ritchie's Sherlock Holmes is dissimilar to my tendency of aversion of big budget films.  Contrary to what I just stated, Sherlock Holmes is undoubtedly not a thoughtful film. But unlike other films in my categorical standards, Holmes  makes up for it with its beautiful art direction and action sequences. Even though they are not accurate to the time setting, the scenes of combat are well choreographed and give the film personality.  Additionally, the art direction is great, the images of vintage London are just mesmerizing giving the film much needed charm to successfully emulate the original Sherlock Holmes.  Lastly, Downey Jr's replicates  Conan Doyle's literary character to English perfection with his remarkable false accent and smug personality. With these statements said, the main flaw is the lack of mystery.  Sherlock Holmes is a renowned literary character that was famous for the mysteries he solved and how he manipulated every sort of evidence to solve the case. Even though there are some traces of it, Sherlock Holmes ultimately doesn't create a plot of anonymity.   It is obvious that the film focuses on action, and that only.  That does not necessarily ruin the film, I found the film thoroughly entertaining. But the audience should simply lose the thought that Sherlock Holmes is a mystery; because it ultimately is not thought provoking or mysterious in any way."" ]",1,3,1,2
sherlock-holmes,1,bertk,,"Jan  1, 2010","[ ""I looked forward to see this movie but it turned out to be a total dissapointment. I agree with NYP and Washington Post, this film is empty as can be. I was with a friend in the theatre but if I was alone I would have left halfway. First of all, there is no color whatsoever, everything is grey, even the makeup of the 2 ladies is so ugly, and their parts are flat and uninteresting. Jude Law is ok, but Robert Downey jr has this frozen look in his eyes, he is not funny, not intriguing and not worth watching. The story is overcomplex, way too rational. Guy Ritchie seems a testosteron driven visual artist with zero talent to push actors to a great achievement. I cant believe it. No wonder Madonna left him, you can say what you want but her music always has a meaning and feelings, even her most dancy tracks. And this is what I missed the most with this movie, the lack of a soul."" ]",0,1,,
sherlock-holmes,0,bryans.,,"Jan  5, 2010","[ ""I would love to review the whole of this movie but i honestly don't know if it improves after the first hour. Y'see my fiance and i both walked out after what seemed the longest hour of our lifes. I could genuinly find no reason to stay seated as this film completely lacked any kind of heart, and the so called \""chemistry\"" between Law and Downey jnr was completely missing from our screening. Normally when i'm sat in a packed cinema and the audience is deadly silent it usually a good sign. It often means they are compelled and fascinated by the on screen perfomances. This time the audience just looked bored. I can only pray that RDJ's performance in Iron Man 2 makes up for this travesty. p.s. this is the only movie i've ever walked out on and i've seen a lot of rubbish in my time. Hell i even watched terminator 3."" ]",0,1,,
sherlock-holmes,7,BillyS.,,"Feb  6, 2010","[ ""If you go in to a movie with low expectations, you'll more than likely be surpized. As was the case for Sherlock Holmes. Don't get me wrong, Guy Ritchie taking on a literary masterpiece is no way the same as Kubrick and The Shining, but Ritchie has incorporated Holmes' intelligence with his usual over the top action pieces and made a much better-than-expected entertaining film. Downey and Law play Holmes and Watson with humor and a little gay innuendo, but the way Ritchie has Holmes analyse his fights in slow motion first is a great advantage to all the commotion that follows. All in all, well worth the price of admission."" ]",0,1,,
sherlock-holmes,3,BobC,,"Dec 30, 2009","[ ""If you have read and enjoyed Sherlock Holmes over the years this movie is a major disappointment. More like a fantasy where Sherlock meets Batman and Robin. Boring with a very poor story line. Younger people will enjoy it but for mature adults it is a waste of time."" ]",0,1,,
sherlock-holmes,3,TomB.,,"Jan 18, 2010",[],0,1,,
sherlock-holmes,3,JosepP,,"Jan 31, 2010",[],0,1,,
sherlock-holmes,6,CarolynM.,,"Jan  4, 2010",[],0,1,,
sherlock-holmes,3,EliasC,,"Apr 15, 2010","[ ""The best I could say about this film is that it inspired me to re-read A. Conan Doyle's Sherlock Holmes stories. I'd watch Robert Downey Jr in anything but even he was hard to take as he consistently mumbled his lines off screen making him almost unintelligible and and adding confusion to the already obtuse storyline. I am still puzzled over what the plot was really about. Although the fast action and CGI London was amazing, I wanted more of what a Sherlock Holmes story is supposed to be - the use of recognizable deductive reasoning and those 'ah-ha' moments on my part as I understood what the mystery was all about. No such moments here. This film is Holmes as an action hero and although I appreciate the change in character from the old 1940-1950's stogy British gentleman, this version just did not work for me. Maybe I should have paid closer attention but the confused plot made me wish I'd taken a nap instead."" ]",0,2,,
sherlock-holmes,2,GabrielL,,"Dec 30, 2009",[],0,1,,
sherlock-holmes,5,MatthewW,,"Apr 29, 2010","[ ""Let me begin by saying that \""Sherlock Holmes\"" is a lot of fun. That said, as a movie about Sherlock Holmes, it is a failure. As a lifelong fan of the stories by Sir Arthur Conan Doyle, I have seen many screen adaptations and interpretations of his most enduring creation, and this movie simply fails to do the subject matter any kind of justice. While billed, somewhat schizophrenically, as both a \""return to origin\"" and \""reinterpretation\"", the film definitely inclines to the latter. A romance is added, as is an emphasis on chop-socky action and physical comedy. The joy of the Holmes stories, and of all his best films, is the unraveling of the mystery. Here the mystery takes a back seat, serving as a vehicle to propel the film from one frenetic action sequence to another. The fights are kinetic and exciting, but ultimately many of them seem included for their own sake, not the sake of the story. This is truly a Sherlock Holmes for the MTV generation. Between the whizz-bang fights, some plot sometimes occurs. There is not very much, however, and what is there is underwhelming. Mark Strong is given little to do as the main villian, and his nefarious scheme does not hold up to close scrutiny. Rachel McAdams plays a totally reimagined Irene Adler, who is now a master criminal and Sherlock Holmes's love interest, a development which never appears in Conan Doyle's books. Love, in the books, is anathema to Holmes, and he would no sooner form a romantic relationship than dance naked down the Strand. A good Sherlock Holmes story must remain within the parameters that Conan Doyle set down. It must be a convincing story about Sherlock Holmes. Otherwise, why have it be about Holmes at all? Why not a different detective? The obvious answer is, of course, because the Holmes name is arguably one of the most famous brands in the English speaking world. But this is not an excuse to run roughshod over such a unique character. This is not to say that the movie is without its strong points. Quite apart from its failings as a Sherlock Holmes adventure, it is fun and features two fanstic actors (Downey and Law) as Holmes and Watson. The fights are, admittedly exciting, and the views of 1800s London are top-knotch. I can only hope that the sequel will include more plot, more mystery, and more of Conan Doyle's Holmes, not Guy Ritchie's."" ]",0,1,,
sherlock-holmes,3,Qwerty,,"Dec 27, 2009",[],0,2,,
sherlock-holmes,2,NancyT,,"Dec 27, 2009",[],0,1,,
sherlock-holmes,0,jg,,"Dec 31, 2009",[],0,1,,
sherlock-holmes,0,JohnW.,,"Dec 25, 2009",[],0,4,,
sherlock-holmes,0,JanetM,,"Dec 27, 2009",[],0,1,,
sherlock-holmes,0,zach,,"Dec 29, 2009",[],0,1,,
sherlock-holmes,9,Lambo442,/user/Lambo442,"Dec  3, 2010","[ ""I thought this film was great. Great performances all around, very atmospheric. It also manages to be authentically Holmes, although the action's on a slightly larger scale. But how could anyone not enjoying watching Holmes work out how to take down his opponents in more unique ways."" ]",0,2,0,2
sherlock-holmes,8,Zilcell,/user/Zilcell,"May 11, 2012",[],0,1,0,1
sherlock-holmes,1,JYT,/user/JYT,"Jun 10, 2012","[ ""Little fidelity to the orignal character, very little homework on the history and the period the story took place. This movie is a commercial enterprise to lure bored youngster or people with low reading skills so that they can sit and turn the brain off as usual sitting on the moive theater seat eating some popcorn. Jude Law cannot make a Watson as he does not look at all like a rugby player. Robert Downety Junior would actually make a good Moriarty and Mark Strong should have been the Sherlock Holmes. They have good the cast inverted."" ]",0,2,0,2
sherlock-holmes,7,Critic2012,/user/Critic2012,"May  4, 2012","[ ""Sherlock Holmes is known as the brilliant detective of 221B Baker Street, who can spot minute details in the blink of an eye and observe even the smallest and insignificant things and regard them as important. Here in this film we get a more rambunctious, drugged and physical man with the same intellect and persona we'd expect. An excellent film."" ]",0,1,0,1
sherlock-holmes,10,Swati,/user/Swati,"Feb  7, 2013","[ ""The scenes between Holmes and Watson were witty and fun to watch. I've not read a lot of Sherlock Holmes, but I can tell the movie presented him to be a little too eccentric. Holmes and Watson excel in hand to hand combat, which I thought unlikely. Ironically, I can believe Watson to be great in fighting, given he's a seasoned soldier. The antagonist was brilliant, so was the plot and the mystery. I thoroughly enjoyed every minute of it."" ]",0,1,0,1
sherlock-holmes,10,AnnL,,"Jan  1, 2010",[],0,0,,
sherlock-holmes,7,ml,,"Jan 10, 2010","[ ""Very hard to rate, but I'll bump it because the average is too low. The plot is stupid, the hand-to-hand combat is dubious, it's no more a Sherlock Holmes movie than it is a mystery (closer to a spy movie) and the use of drugs and technology is a massive copout destroying all sense of crime-solving deduction. Yet Holmes and Watson are just so *funny.* They carry the movie away from total oblivion and make in entertaining for at least another viewing. Meanwhile their domestic, awkward relationship sets off the homoeroticism alarms of reviewers everywhere. Arthur Conan Doyle's work was always somewhat pulpy. Perhaps this is really a fitting (if entirely faithless) modern reboot."" ]",0,0,,
sherlock-holmes,8,EvinC.,,"Jan  2, 2010",[],0,0,,
sherlock-holmes,4,Cat,,"Jan  8, 2010","[ ""Bears not the slightest resemblance to Sherlock Holmes, and I was so tired of watching people beat each other up. Rachel MacAdams doesn't seem bright enough to be any kind of mastermind, and the plot of the story is a total snooze. Downey Jr. is fine, Jude Law is forgettable."" ]",0,0,,
sherlock-holmes,9,WillL,,"Jan  3, 2010","[ ""If this film wasn't marketed as 'Sherlock Holmes\"" and the characters were unrelated to the Holmes universe, then this film would have far better ratings. The reviews are simply written by people who are dismayed at the re-writing of Holmes' personality and adaptation by Downy Jr."" ]",0,0,,
sherlock-holmes,7,JonlunD,,"Feb  7, 2010",[],0,0,,
sherlock-holmes,9,Wes,,"Apr  3, 2010",[],0,0,,
sherlock-holmes,6,zekeb.,,"Jan  1, 2010",[],0,0,,
sherlock-holmes,9,JanelleM.,,"Jan 10, 2010",[],0,0,,
sherlock-holmes,8,DonaldC.,,"Jan 18, 2010",[],0,0,,
sherlock-holmes,9,JG.,,"Jan  2, 2010",[],0,0,,
sherlock-holmes,9,RitchieP.,,"Jan  2, 2010",[],0,0,,
sherlock-holmes,10,XavierE.,,"Jan  3, 2010",[],0,0,,
sherlock-holmes,7,Ostaf,,"Jan  3, 2010",[],0,0,,
sherlock-holmes,7,A.C.,,"Jan  3, 2010","[ ""It's nice to read the User coments, honestly, I hate everybody hwo makes a critic, there are so many different comments, from \""This sh*t sucked\"" to \""Masterpiece\"". The Users here aren't giving a critic, they are just saying if the movie liked them or not. A lot of people think they can give a mature coment but no, like this guy John W., what a dumbass, what does he know about writing or acting?"" ]",0,0,,
sherlock-holmes,9,Dave,,"Jan  3, 2010","[ ""This is one of the best movies i have seen so far this year(2009) and maybe one of the best films i have ever seen. The script was very good and the story was extremly enjoying. One of the best things in Sherlock Holmes was the actors; Robert Downey, Jr. And Jude Law. They are perfect and makes the movie great. Everybody has to see this movie. Honestly i cant really see how Sherlock Holmes can bee called a bad movie. It`s a great moie."" ]",0,0,,
sherlock-holmes,10,TimA.,,"Jan  4, 2010",[],0,0,,
sherlock-holmes,4,RanelG.,,"Jan  4, 2010",[],0,0,,
sherlock-holmes,9,kenG,,"Jan  4, 2010",[],0,0,,
sherlock-holmes,9,DavidP.,,"Jan  5, 2010",[],0,0,,
sherlock-holmes,9,Colin,,"Jan  7, 2010",[],0,0,,
sherlock-holmes,6,RickA,,"Jan  8, 2010",[],0,0,,
sherlock-holmes,8,JamesH.,,"Feb  6, 2010","[ ""Sherlock Holmes brings more than a few quick street fighting scenes that brings some critiques to give an automatic hate to the movie. The use of not your fathers Holmes is an excuse for those who can not get past their own childish nature. The movie itself brings us an interesting take on not just Holmes, but the times he lived in. To chuck it aside because its not him sitting there for 30 minutes smoking his pipe then coming up with the answer is to insult Doyle."" ]",0,0,,
sherlock-holmes,8,RodneyM.,,"Mar 29, 2010",[],0,0,,
sherlock-holmes,8,JohnB,,"Mar 30, 2010","[ ""I'm having a difficult time understanding why the lower end of the critics believe this to movie to be so deficient. Is this the best crime drama since the dawn of time? No. Is this an exact replica of Sir Arthur Conan Doyle's famously brilliant short stories and novels? Of course not. But if it where either of the two it would probably be not nearly as entertaining. For those of you who remember, I'd like you to imagine making an exact replica of the \""Encyclopedia Brown\"" series on screen. It would be the same with Sherlock Holmes. Both accomplish their tasks of solving the crime by sheer powers of deduction. I imagine it would be quite tiresome after awhile, just watching someone analyze the facts to reach a conclusion. For that, you could take a Logic course at your local community college and achieve the same effect. Guy Ritchie brings to the series a fun and engaging aspect to Holmes that allows the viewers to be simultaneously entertained and intrigued by Holmes tendency towards the criminal (readers will remember things such as his opium addiction) and his genius as the detective. The film was ultimately an entertaining portrayal of a classic character intended to amuse, bedazzle and intrigue us. I believe Guy Ritchie accomplished just that. That isn't to say that the movie is without fault. Some moments seem a little far-fetched than others and the tension between Adler and Holmes could have been played up a bit. This, however, does not diminish the overall quality that I believe the movie to have. To those expecting a movie portraying a brooding mastermind in the dark solving the crime in a quiet and matter-of-fact brilliance then you clearly have come to the wrong place for entertaining cinema. If you expect a well-balanced mix of action, humor, and, of course, mystery, then I believe \""Sherlock Holmes\"" is well worth the viewing."" ]",0,0,,
sherlock-holmes,8,Batjin,,"Apr 18, 2010","[ ""First of all Downey and Jude were both very good. The story was not as good as the acting. As a whole it was a decent movie. To the crics who gave 50 or below: we are living in the 21st century, where the real stories that Conan Doyle wrote wouldn't satisfy as a blockbuster movie, it needs to be embellished with fast paced action scenes (or a bit of comedy). Although I am a big fan of the books I found the slight change in the story entertaining."" ]",0,0,,
sherlock-holmes,8,AdamK,,"Apr  5, 2010",[],0,0,,
sherlock-holmes,0,JacobC,,"Apr  8, 2010",[],0,0,,
sherlock-holmes,5,ChadS,,"Dec 26, 2009","[ ""Do Sherlock Holmes purists exist? When James Bond was revamped for Martin Campbell's \""Casino Royale\"", people were taken aback by Daniel Craig's hooligan interpretation of the 007 agent, because the long-running series never went away. Many missed the gentleman Bond, even George Lazenby. On the other hand, the Scotland Yard detective(created by Sir Arthur Conan Doyle) has not graced the big screen since Barry Levinson's \""Young Sherlock Holmes\"", almost twenty-five years ago. Does anybody miss the non-boxing Holmes? Probably not. In effect, the filmmaker has carte blanche on remaking this pop culture figure(who hasn't been popular since the Seattle music scene was headed by The Young Fresh Fellows), and as a result, he turned Holmes and Dr. Watson into \""Perfect Strangers\""(the ABC sitcom from the late-eighties, starring Pierce Brosnan and Mark Linn-Baker), two heterosexual males with man crushes on each other. Although there is nothing in \""Sherlock Holmes\"" that resembles a \""Brokeback England\"", curiously(curious because Holmes' squeeze is the squeezable Rachel McAdams), neither man gets hot and heavy with their readily available women. It's a buddy movie: pure testosterone, an action film with a \""Scooby-Doo\"" mentality, in which Holmes goes about debunking the existence of a supernatural realm. Almost as an afterthought, \""Sherlock Holmes\"" does indeed find time to show the detective not being an action hero, but his sleuthing powers somehow seems diminished by the scale of the production. The powers of his brain is subordinate to the special effects."" ]",0,0,,
sherlock-holmes,7,KatieB,,"Dec 30, 2009","[ ""I generally like Guy Ritchie movies. I generally love all the lead actors, especially RDJ. Chemistry between all the actors was palpable and believable. I agree with other reviewers who said the story line was just not good enough. The acting, bantering dialogue, well-created relationships, scenery, costuming, music - all merit high scores. Story and plot, not so much. Unfortunately. I would see it again, however. Just for RDJ boxing, sans shirt. Seriously, it was very enjoyable. Hope the sequel has a better story line!"" ]",0,0,,
sherlock-holmes,2,NormanM.,,"Dec 30, 2009",[],0,0,,
sherlock-holmes,8,RodneyW.,,"Jan  1, 2010",[],0,0,,
sherlock-holmes,8,rayb.,,"Jan  1, 2010",[],0,0,,
sherlock-holmes,5,RN,,"Jan  1, 2010","[ ""The movie is at it's very best only ok. Although it portrays a very likable cast of characters and the leads give off a great performance, the story is lacking. It shows almost too much predictablity and as for fans of the Doyle's original works... well if they really liked the originals they'll find themselves disapointed. However for the rest of us whom aren't harsh critics or hard headed fan boys, the movie worth watching once or twice."" ]",0,0,,
sherlock-holmes,9,IsabelleK.,,"Jan 12, 2010",[],0,0,,
sherlock-holmes,4,RobertI.,,"Jan 13, 2010",[],0,0,,
sherlock-holmes,10,JDust,,"Jan 15, 2010","[ ""the movie was overall quite intruguing and enjoyable. the cinematography was quite unique in some parts, such as at the beginning and in the chase scene leading up to the shipyard. the plot was believable and quite intriguing, and when not compared to the books was an exceptional movie. the psychology was thrilling."" ]",0,0,,
sherlock-holmes,7,SusanS,,"Jan 18, 2010","[ ""Really, like a 6.7; a silly, light-headed prologue to what could be a more intriguing sequel once Prof. Moriarty reveals himself. One thing the film has going for it, though--the much discussed chemistry between Holmes and Watson, which all involved, including Rachel McAdams, seem to be reveling in. McAdams plays a sporting beard, understanding that Irene Adler is to be witty, cunning, pretty (but not too pretty), and not to get in the way of her two pretty male costars, whose seem to be barely containing their laughter at their characters' suppressed Victorian passion for each other. There is a ambiguously evil plot; Mark Strong does well at an ambiguously evil Lord Blackwell, and Hans Matheson (from The Tudors) actually manages to put some enthusiasm into the whole scheme. Overall, a fun two-plus hours, with some great verbal banter and random action sequences. A fun diversion; let's see if Ritchie can come up with an actual mystery next time."" ]",0,0,,
sherlock-holmes,10,KatieY,,"Jan  2, 2010","[ ""Sherlock Holmes was a great movie. Holmes was full of action and definitely kept me to the edge of my seat. Robert Downey Jr. was spectacular in Sherlock Holmes, gee its no surprise that he was nominated for a Golden Globe for this movie. I will most likely plan on seeing more of Guy Ritchie's films."" ]",0,0,,
sherlock-holmes,5,Sandy,,"Jan 23, 2010","[ ""Pants. Oh, alright then, if I must say more... Unbearable fake English accent from Downey ( like DvDyke's cocker-nee chimney sweep) grates throughout. No chemistry with Jude Law (who, IMO, has no chemistry in anything I've seen him in on his own, never mind with others). Typical Ritchie cockney geezers, silly plot, slo-mo fights (Sooo overdone these days). One decent gag - the fight on the slipway - and one decent actor - Mark Strong - but limp climax. 5 is generous!"" ]",0,0,,
sherlock-holmes,8,JoeS,,"Jan 25, 2010",[],0,0,,
sherlock-holmes,5,DanB,,"Jan 26, 2010",[],0,0,,
sherlock-holmes,5,kgm,,"Jan 30, 2010",[],0,0,,
sherlock-holmes,4,martinJ.,,"Jan  3, 2010","[ ""I'm a fan of Holmes in all iterations. But, this version was too ambiguous. You never understood why Holmes was so tortured, i.e. his addictions and obsessions. Plus, plot was overly convenient albeit in Doyle-like fashion, but come on, the guy Holmes is looking for is in the coffin. Weak. Finally, the relationship between Holmes and Watson was far less adversarial then presented. While action packed, I found the movie rather dull."" ]",0,0,,
sherlock-holmes,9,ChrisK,,"Jan  5, 2010",[],0,0,,
sherlock-holmes,9,Richb.,,"Jan  5, 2010",[],0,0,,
sherlock-holmes,6,marlac.,,"Jan  8, 2010",[],0,0,,
sherlock-holmes,4,tylerw.,,"Jan  8, 2010",[],0,0,,
sherlock-holmes,10,PD,,"Feb 13, 2010",[],0,0,,
sherlock-holmes,4,NerijusD.,,"Feb  7, 2010",[],0,0,,
sherlock-holmes,7,HunterL,,"Apr 11, 2010",[],0,0,,
sherlock-holmes,8,HyperS,,"Apr 17, 2010","[ ""The visuals (action sequences and scenery) were superb. The acting was great. And the story, while briefly making you think \""oh great some unrealistic supernatural trash\"", comes together nicely in the end. Yes the \""old\"" Holmes is no more in this movie.. but honestly... a more badass \""I'm going to not only kick your ass with my mind, but with my fists as well\"" opens the door to far more interesting encounters and simply...a far more entertaining movie."" ]",0,0,,
sherlock-holmes,9,LenV,,"May 15, 2010","[ ""This picture currently has the same grade as Downey's other recent blockbuster, \""Iron Man 2.\"" Both average out to a 57. That's difficult to comprehend, since the Iron Man sequel is a piece of garbage, while this movie is full of all of the suspense that the Iron Man sequel failed to capture. Applying Sherlock Holmes-like deduction to this case, I can only guess that the critics have used different standards in evaluating \""Sherlock Holmes,\"" treating it as a literary adaptation. Well, it's not Arthur Conan Doyle; it's based on a comic book version. And the result is actually better than yet another stuffy Doyle adaptation would have been: it's stylish, funny, exciting. I'm disappointed to see critics sniff at \""Sherlock Holmes\"" just because there's a book somewhere behind it. The only misstep is Rachel McAdams, who plays her role seductively but makes it hard to imagine that she was ever a master criminal."" ]",0,0,,
sherlock-holmes,4,LeoT.,,"Dec 25, 2009",[],0,0,,
sherlock-holmes,9,LauraR.,,"Dec 25, 2009",[],0,0,,
sherlock-holmes,1,WillF,,"Dec 26, 2009","[ ""This was the most boring movie to ever be created. Half of the theater fell asleep over the course of this seemingly endless tragedy of classic literature. Not only was the character of Dr. Watson completely butchered, but the movie was just plain boring. There are two distinct moments when Sherlocke does the slow-motion deductive analysis of a situation which was the only interesting bit of this movie. Do not waste any money seeing this... ever. Just go read the books and don't let this movie tarnish your love of the originals."" ]",0,0,,
sherlock-holmes,0,LarryS,,"Dec 26, 2009","[ ""The worst movie of the year. Nonsense from beginning to end without an ounce of anything. As usual, the special effects and the booming soundtrack predominate. The story is without a plot, only mindless action to overcome lthe void. The director should be made to look at the old Sherlock films, even the many bad ones, as punishment for this mess."" ]",0,0,,
sherlock-holmes,7,SeanC.,,"Dec 26, 2009","[ ""Typically I agree with the critics. For the most part, they seem to get it right, avoiding Hollywood cliche and giving plaudits to films who try to be above the fray. However, this December I am completely confused. No this was not the best film of the year, and at times reverted to traditional action film archetypes, but it was certainly worth watching. Terrific acting, clever writing, and a macabre take (and perhaps more accurate to the written stories) on what has otherwise become a cartoonish and comical Sherlock Holmes franchise. I would compare this to the \""Batman Begins\"" of an otherwise irrelevant and outdated character. Two thumbs up, especially in light of movies like Avatar which are completely overproduced and over praised."" ]",0,0,,
sherlock-holmes,9,LarryJ,,"Dec 26, 2009",[],0,0,,
sherlock-holmes,2,RobertPt,,"Dec 27, 2009","[ ""Very little to be positive about in this movie. Downey does a good job of giving life to a Sherlock character that is terribly written. Downey is funny in many places but that is a fault not a plus. Law is good as Watson and the character is decently written. McAdams as the female lead is terrible in a terrible role. The stars did not have much to work with. The story is lame (poor Harry Potter ripoff - 2 males and female chasing a nether-world villain), the staging is uninspired and the costuming is weak. Save your money and avoid at all costs."" ]",0,0,,
sherlock-holmes,9,AndrewM.,,"Dec 28, 2009","[ ""Great action movie balanced well with detective work. It seems like most people think they're Sherlock Holmes experts and complain that the wrote his character bad in this film. Look it up! the original Sherlock Holmes was a eccentric, dirty cock addict. They wrote him exactly as they should have."" ]",0,0,,
sherlock-holmes,10,NicolaM.,,"Dec 28, 2009",[],0,0,,
